SortOrder,State/Prov,Town,Site,year,State_Town_Yr,State_Town_Trap,Trap_Number,N_traps,Date_1May,Start_Day,Month,Region,Phenology,Latitude,Long,altitude,Days_of_ sampling,all_3_Pheno_periods,Log10_Tot_Biomass_Day,Log10_Nematocera_Day,Log10_Other Diptera_Day,Log10_Coleoptera_Day,Log10_Lepidoptera_Day,Log10_Hymenoptera_Day,Log10_Hemiptera_Day,Log10_Other_Unidentified_Day,Log10_Homoptera_Day,Mean_Temp,Max_Temp,MIN_Temp,Mean_WIND,Tot_Precip,Mean_Precip,Source_for_Weather,stn_id,stn_name,stn_latitude,stn_longitude,Total_Diptera,Nematocera (g),Other Diptera (g),Coleoptera (g),Lepidoptera (g),Araneae (g),Hymenoptera (g),Hemiptera (g),Homoptera,Orthoptera (g),total of Others (not Identified) (g),Neuroptera (g),Trichoptera,Odonata (g),Blattodea (Termites) (g),Thysanoptera,Psocoptera,Dermaptera (g),Plecoptera (g),Mecoptera (g),Isoptera (g),Ephemeroptera (g),Collembola (g),raphidioptera,Acari (mites),Megalaptura: Sialidae,Others -Not insects (FP),UnIdentified larvae,Notes,Lead_Contributors,Affliation
264,NC,Asheville,NC_Laughlin_UNCA,2020,NC_Asheville_2020,NC_Asheville_2,1,1,14,14,May,4_SE,,35.635,-82.561,650,3,,-0.052,-1.331,-0.64,-0.767,-0.891,-0.711,,-1.761,,19.6,26.5,12.8,3,0,0,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.821,0.137,0.684,0.51,0.383,0.019,0.581,,,,0.049,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
265,NC,Asheville,NC_Laughlin_UNCA,2020,NC_Asheville_2020,NC_Asheville_2,1,1,17,17,May,4_SE,,35.635,-82.561,650,3,,-0.347,-2.155,-1.721,-1.796,-0.521,-2.079,,-2.699,,17.7,21.7,13.7,3.3,33.8,11.27,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.072,0.018,0.054,0.045,0.9,0.006,0.022,,,,0.003,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
266,NC,Asheville,NC_Laughlin_UNCA,2020,NC_Asheville_2020,NC_Asheville_2,1,1,20,20,May,4_SE,,35.635,-82.561,650,3,,-0.201,-2,-1.104,-1.721,-0.715,-0.652,,-2.247,,14.4,18.3,10.4,2.1,47.3,15.77,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.26,0.027,0.233,0.054,0.575,0.022,0.665,,,,0.014,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
267,NC,Asheville,NC_Laughlin_UNCA,2020,NC_Asheville_2020,NC_Asheville_2,1,1,23,23,May,4_SE,,35.635,-82.561,650,3,,0.077,-1.316,-0.993,-0.563,-0.817,-0.363,,-1.112,,21.4,27.9,14.8,1.8,0.3,0.1,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.444,0.142,0.302,0.818,0.454,0.037,1.297,,,,0.229,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
268,NC,Asheville,NC_Laughlin_UNCA,2020,NC_Asheville_2020,NC_Asheville_2,1,1,26,26,May,4_SE,3. Ave hatch date,35.635,-82.561,650,3,all 3 periods,-0.292,-1.538,-1.357,-0.959,-1.027,-1.167,-1.761,-1.334,,20.1,23,17.2,2.7,1.5,0.5,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.213,0.084,0.129,0.327,0.279,0.001,0.201,0.049,,0.024,0.136,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
269,NC,Asheville,NC_Laughlin_UNCA,2020,NC_Asheville_2020,NC_Asheville_2,1,1,29,29,May,4_SE,,35.635,-82.561,650,3,,-0.124,-1.761,-1.127,-0.854,-0.901,-0.61,,-1.509,,20.9,25.9,15.9,2.2,0,0,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.27,0.049,0.221,0.417,0.374,0.072,0.734,,,,0.09,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
270,NC,Asheville,NC_Laughlin_UNCA,2020,NC_Asheville_2020,NC_Asheville_2,1,1,32,1,June,4_SE,,35.635,-82.561,650,3,,-0.094,-2.222,-1.145,-0.72,-0.593,-0.805,,-1.778,,20.5,27.9,13.1,1.5,0,0,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.227,0.015,0.212,0.569,0.763,0.042,0.467,,,,0.047,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
271,NC,Asheville,NC_Laughlin_UNCA,2020,NC_Asheville_2020,NC_Asheville_2,1,1,35,4,June,4_SE,,35.635,-82.561,650,3,,-0.079,-2.079,-1.174,-0.757,-0.627,-0.668,,-1.591,,23.5,29.3,17.8,1.9,9.6,3.2,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.22,0.022,0.198,0.522,0.705,0.039,0.641,,,,0.074,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
272,NC,Asheville,NC_Laughlin_UNCA,2020,NC_Asheville_2020,NC_Asheville_2,1,1,38,7,June,4_SE,4. Nestl. Day 12,35.635,-82.561,650,3,all 3 periods,-0.03,-2.222,-0.855,-0.755,-0.461,-0.961,-1.533,-2.115,,25.3,30.9,19.6,2.4,0,0,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.431,0.015,0.416,0.524,1.034,0.03,0.325,0.085,,0.053,0.02,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
273,NC,Asheville,NC_Laughlin_UNCA,2020,NC_Asheville_2020,NC_Asheville_2,1,1,41,10,June,4_SE,,35.635,-82.561,650,3,,0.223,-1.671,-0.813,-1.21,-0.708,0.038,,-1.596,,22,26.1,17.8,3,15,5,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.519,0.061,0.458,0.182,0.584,0.081,3.27,,,,0.073,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
274,NC,Asheville,NC_Laughlin_UNCA,2020,NC_Asheville_2020,NC_Asheville_2,1,1,44,13,June,4_SE,,35.635,-82.561,650,3,,-0.481,-2.273,-1.424,-1.685,-0.908,-1.344,,-2.523,,19.4,24.8,14.1,1.9,4.3,1.43,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.123,0.013,0.11,0.059,0.368,0.001,0.133,,,,0.006,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
275,NC,Asheville,NC_Laughlin_UNCA,2021,NC_Asheville_2021,NC_Asheville_2,1,1,1,1,May,4_SE,,35.635,-82.561,650,3,,-0.208,-0.921,-0.917,-1.737,-0.624,-1.608,,-2.699,,17.1,23.2,11.1,2.8,15.2,5.07,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.717,0.357,0.36,0.052,0.71,0.006,0.071,,,,0.003,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
276,NC,Asheville,NC_Laughlin_UNCA,2021,NC_Asheville_2021,NC_Asheville_2,1,1,4,4,May,4_SE,,35.635,-82.561,650,3,,-0.403,-1.119,-1.039,-1.805,-2.046,-0.979,,-2.398,,15.9,20.7,11.1,2.4,12.7,4.23,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.496,0.225,0.271,0.044,0.024,0.001,0.312,,,,0.009,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
277,NC,Asheville,NC_Laughlin_UNCA,2021,NC_Asheville_2021,NC_Asheville_2,1,1,6,6,May,4_SE,2. Ave lay date,35.635,-82.561,650,3,all 3 periods,-0.435,-1.31,-0.863,-1.481,-2.03,-1.432,,-2.699,,13.4,19.4,7.4,3.4,4.3,1.43,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.552,0.144,0.408,0.096,0.025,0.018,0.108,,,,0.003,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
278,NC,Asheville,NC_Laughlin_UNCA,2021,NC_Asheville_2021,NC_Asheville_2,1,1,10,10,May,4_SE,,35.635,-82.561,650,3,,-0.185,-0.944,-1.077,-1.886,-0.474,-2.172,,-2.477,,15,19.4,10.6,1.8,19.9,6.63,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.586,0.338,0.248,0.036,1.004,0.008,0.0172,,,,0.007,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
279,NC,Asheville,NC_Laughlin_UNCA,2021,NC_Asheville_2021,NC_Asheville_2,1,1,13,13,May,4_SE,,35.635,-82.561,650,3,,-0.474,-1.208,-0.968,-1.645,-2.247,-1.424,,-2.875,,13.4,20,6.9,1,0,0,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.503,0.183,0.32,0.065,0.014,0.015,0.11,,,,0.001,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
280,NC,Asheville,NC_Laughlin_UNCA,2021,NC_Asheville_2021,NC_Asheville_2,1,1,16,16,May,4_SE,,35.635,-82.561,650,3,,-0.355,-1.185,-1.247,-1.29,-0.826,-1.714,,-2.875,,17.3,22.2,12.4,2.1,0,0,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.36,0.193,0.167,0.151,0.445,0.014,0.055,,,,0.001,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
281,NC,Asheville,NC_Laughlin_UNCA,2021,NC_Asheville_2021,NC_Asheville_2,1,1,19,19,May,4_SE,,35.635,-82.561,650,3,,-0.033,-0.956,-0.748,-0.798,-0.783,-0.741,,-1.473,,19.2,25.9,12.4,2.2,0,0,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.862,0.329,0.533,0.475,0.492,0.013,0.542,,,,0.098,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
282,NC,Asheville,NC_Laughlin_UNCA,2021,NC_Asheville_2021,NC_Asheville_2,1,1,22,22,May,4_SE,,35.635,-82.561,650,3,,-0.108,-1.319,-0.852,-1.043,-0.87,-0.611,,-1.814,,21.7,29.1,14.3,1.5,0,0,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.56,0.141,0.419,0.269,0.402,0.032,0.731,,,,0.043,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
283,NC,Asheville,NC_Laughlin_UNCA,2021,NC_Asheville_2021,NC_Asheville_2,1,1,25,25,May,4_SE,3. Ave hatch date,35.635,-82.561,650,3,all 3 periods,-0.164,-1.337,-0.877,-1.074,-0.877,-0.754,,-1.834,,22.7,29.2,16.1,1.6,4.1,1.37,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.53,0.135,0.395,0.25,0.395,0.015,0.526,,,,0.041,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
284,NC,Asheville,NC_Laughlin_UNCA,2021,NC_Asheville_2021,NC_Asheville_2,1,1,28,28,May,4_SE,,35.635,-82.561,650,3,,-0.509,-1.658,-1.027,-1.875,-1.486,-1.328,,-2.176,,16.9,21.3,12.4,2.7,13.5,4.5,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.342,0.063,0.279,0.037,0.095,,0.138,,,,0.017,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
285,NC,Asheville,NC_Laughlin_UNCA,2021,NC_Asheville_2021,NC_Asheville_2,1,1,31,31,May,4_SE,,35.635,-82.561,650,3,,-0.419,-1.972,-0.937,-1.353,-1.141,-1.452,,,,17.9,24.8,10.9,2.4,0,0,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.373,0.029,0.344,0.13,0.214,0.023,0.103,,,,,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
286,NC,Asheville,NC_Laughlin_UNCA,2021,NC_Asheville_2021,NC_Asheville_2,1,1,34,3,June,4_SE,,35.635,-82.561,650,3,,0.118,-1.897,-0.516,-0.633,-0.553,-0.501,,-1.145,,22,27,16.9,2.1,0.8,0.27,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.946,0.035,0.911,0.696,0.837,0.002,0.943,,,,0.212,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
287,NC,Asheville,NC_Laughlin_UNCA,2021,NC_Asheville_2021,NC_Asheville_2,1,1,37,6,June,4_SE,4. Nestl. Day 12,35.635,-82.561,650,3,all 3 periods,-0.177,-1.946,-0.768,-1.114,-0.778,-0.933,,-1.602,,23.9,28.2,19.6,2.7,3.8,1.27,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.54,0.031,0.509,0.228,0.497,0.01,0.347,,,,0.072,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
288,NC,Asheville,NC_Laughlin_UNCA,2021,NC_Asheville_2021,NC_Asheville_2,1,1,40,9,June,4_SE,,35.635,-82.561,650,3,,0.052,-1.569,-0.589,-0.872,-0.535,-0.571,,-1.26,,24,29.1,18.9,1.2,21.4,7.13,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,0.848,0.078,0.77,0.4,0.872,,0.802,,,,0.162,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
289,NC,Asheville,NC_Laughlin_UNCA,2021,NC_Asheville_2021,NC_Asheville_2,1,1,43,12,June,4_SE,,35.635,-82.561,650,3,,0.308,-1.49,-0.431,-0.316,-0.524,-0.21,,-0.884,,24.4,29.8,19,1.8,7.7,2.57,stn,USW00013872,ASHEVILLE,35.5953,-82.5567,1.202,0.094,1.108,1.445,0.895,0.018,1.845,,,,0.389,,,,,,,,,,,,,,,,,,,"Andrew Laughlin, A. Rose Ruegg","Dept. of Environ. Studies, UNC Asheville"
290,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,-28,3,Apr,4_SE,1. last frost date,35.543,-80.847,231,3,,-0.857,,,,,,,,,10.7,18.3,3,0.7,8.4,2.8,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
291,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,-25,6,Apr,4_SE,,35.543,-80.847,231,3,,-0.372,,,,,,,,,16,20.2,11.9,0.7,24.1,8.03,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
292,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,-22,9,Apr,4_SE,,35.543,-80.847,231,3,,-0.342,,,,,,,,,18.9,25.8,12,1,21.8,7.27,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
293,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,-19,12,Apr,4_SE,,35.543,-80.847,231,3,,-0.19,,,,,,,,,19.2,24.1,14.3,2.2,19.1,6.37,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
294,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,-16,15,Apr,4_SE,,35.543,-80.847,231,3,,0.052,,,,,,,,,14.6,23,6.1,1,0,0,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
295,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,-13,18,Apr,4_SE,,35.543,-80.847,231,3,,-0.218,,,,,,,,,19,27.2,10.7,2.2,10.2,3.4,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
296,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,-10,21,Apr,4_SE,,35.543,-80.847,231,3,,-0.012,,,,,,,,,12.7,19.1,6.3,0.7,0,0,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
297,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,-7,24,Apr,4_SE,,35.543,-80.847,231,3,,0.187,,,,,,,,,22.5,30.7,14.3,1.9,0.3,0.1,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
298,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,-3,28,Apr,4_SE,2. Ave lay date,35.543,-80.847,231,3,all 3 periods,0.273,,,,,,,,,18.7,25.9,11.5,0.7,0.3,0.1,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
299,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,1,1,May,4_SE,,35.543,-80.847,231,3,,0.04,,,,,,,,,23.1,30.6,15.5,0.7,0,0,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
300,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,4,4,May,4_SE,,35.543,-80.847,231,3,,-0.061,,,,,,,,,22.8,29.3,16.3,2.5,49.6,16.53,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
301,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,7,7,May,4_SE,,35.543,-80.847,231,3,,0.142,,,,,,,,,21.9,28.5,15.2,1.2,3.8,1.27,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
302,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,10,10,May,4_SE,,35.543,-80.847,231,3,,-0.123,,,,,,,,,21.3,25.7,16.8,2.2,31.2,10.4,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
303,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,13,13,May,4_SE,3. Ave hatch date,35.543,-80.847,231,3,all 3 periods,-0.394,,,,,,,,,17.6,24.4,10.7,0.7,0.3,0.1,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
304,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,16,16,May,4_SE,,35.543,-80.847,231,4,,-0.003,,,,,,,,,20.1,28,12.2,0.4,0,0,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
305,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,20,20,May,4_SE,,35.543,-80.847,231,2,,-0.212,,,,,,,,,25,32.2,17.8,2.2,0.8,0.4,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
306,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,22,22,May,4_SE,,35.543,-80.847,231,3,,-0.13,,,,,,,,,24.4,30.2,18.7,2.2,0,0,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
307,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,25,25,May,4_SE,4. Nestl. Day 12,35.543,-80.847,231,3,all 3 periods,0.063,,,,,,,,,28,35.4,20.5,1.2,0,0,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
308,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,28,28,May,4_SE,,35.543,-80.847,231,3,,-0.252,,,,,,,,,27.4,35.2,19.6,0,8.4,2.8,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
309,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,31,31,May,4_SE,,35.543,-80.847,231,3,,0.008,,,,,,,,,25.3,33,17.6,0.7,0,0,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
310,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,34,3,June,4_SE,,35.543,-80.847,231,3,,-0.484,,,,,,,,,23.7,30.9,16.5,2.2,0,0,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
311,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,37,6,June,4_SE,,35.543,-80.847,231,3,,-0.51,,,,,,,,,24.3,27.6,21.1,1.2,14,4.67,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
312,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,40,9,June,4_SE,,35.543,-80.847,231,3,,-0.269,,,,,,,,,24.3,29.4,19.1,1.9,55.6,18.53,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
313,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,43,12,June,4_SE,,35.543,-80.847,231,3,,-0.168,,,,,,,,,19.8,25.9,13.7,1.9,18,6,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
314,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,46,15,June,4_SE,,35.543,-80.847,231,3,,-0.295,,,,,,,,,22.5,30,15,1.2,0,0,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
315,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,49,18,June,4_SE,,35.543,-80.847,231,3,,0.089,,,,,,,,,27,32.6,21.3,2.5,19.8,6.6,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
316,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,52,21,June,4_SE,,35.543,-80.847,231,3,,0.025,,,,,,,,,25.6,31.7,19.4,2.7,13,4.33,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
317,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,55,24,June,4_SE,,35.543,-80.847,231,3,,-0.315,,,,,,,,,25.4,31.5,19.3,1.5,3,1,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
318,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,58,27,June,4_SE,,35.543,-80.847,231,3,,-0.115,,,,,,,,,27,33.3,20.6,1,3,1,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
319,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,61,30,June,4_SE,,35.543,-80.847,231,3,,-0.204,,,,,,,,,27.9,34.8,20.9,1.2,2.5,0.83,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
320,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,64,3,July,4_SE,,35.543,-80.847,231,3,,-0.245,,,,,,,,,28.9,35.8,22,1.9,61,20.33,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
321,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,67,6,July,4_SE,,35.543,-80.847,231,3,,-0.177,,,,,,,,,27.7,33,22.4,1.2,15,5,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
322,NC,Davidson,NC_Stanback_Davidson,2019,NC_Davidson_2019,NC_Davidson_1,1,1,70,9,July,4_SE,,35.543,-80.847,231,3,,-0.174,,,,,,,,,27.8,32.8,22.8,1.2,0,0,stn,USC00311975,CONCORD,35.4111,-80.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Stanback,"Dept. of Biology, Davidson College"
